ID,Name (AR),Name (EN),Twitter,Facebook,Instagram,LinkedIn,Verified Profile,Notes
2025_538_أربيل,المرشح العراقي 538,Iraqi Candidate 538,https://twitter.com/search?q=Iraqi%20Candidate%20538%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20538,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20538/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20538%20Iraq,,
2025_545_أربيل,المرشح العراقي 545,Iraqi Candidate 545,https://twitter.com/search?q=Iraqi%20Candidate%20545%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20545,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20545/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20545%20Iraq,,
2025_546_أربيل,المرشح العراقي 546,Iraqi Candidate 546,https://twitter.com/search?q=Iraqi%20Candidate%20546%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20546,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20546/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20546%20Iraq,,
2025_551_أربيل,المرشح العراقي 551,Iraqi Candidate 551,https://twitter.com/search?q=Iraqi%20Candidate%20551%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20551,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20551/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20551%20Iraq,,
2025_587_أربيل,المرشح العراقي 587,Iraqi Candidate 587,https://twitter.com/search?q=Iraqi%20Candidate%20587%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20587,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20587/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20587%20Iraq,,
2025_596_أربيل,المرشح العراقي 596,Iraqi Candidate 596,https://twitter.com/search?q=Iraqi%20Candidate%20596%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20596,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20596/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20596%20Iraq,,
2025_638_أربيل,المرشح العراقي 638,Iraqi Candidate 638,https://twitter.com/search?q=Iraqi%20Candidate%20638%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20638,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20638/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20638%20Iraq,,
2025_664_أربيل,المرشح العراقي 664,Iraqi Candidate 664,https://twitter.com/search?q=Iraqi%20Candidate%20664%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20664,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20664/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20664%20Iraq,,
2025_690_أربيل,المرشح العراقي 690,Iraqi Candidate 690,https://twitter.com/search?q=Iraqi%20Candidate%20690%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20690,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20690/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20690%20Iraq,,
2025_714_أربيل,المرشح العراقي 714,Iraqi Candidate 714,https://twitter.com/search?q=Iraqi%20Candidate%20714%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20714,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20714/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20714%20Iraq,,
2025_715_أربيل,المرشح العراقي 715,Iraqi Candidate 715,https://twitter.com/search?q=Iraqi%20Candidate%20715%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20715,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20715/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20715%20Iraq,,
2025_777_أربيل,المرشح العراقي 777,Iraqi Candidate 777,https://twitter.com/search?q=Iraqi%20Candidate%20777%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20777,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20777/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20777%20Iraq,,
2025_812_أربيل,المرشح العراقي 812,Iraqi Candidate 812,https://twitter.com/search?q=Iraqi%20Candidate%20812%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20812,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20812/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20812%20Iraq,,
2025_815_أربيل,المرشح العراقي 815,Iraqi Candidate 815,https://twitter.com/search?q=Iraqi%20Candidate%20815%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20815,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20815/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20815%20Iraq,,
2025_828_أربيل,المرشح العراقي 828,Iraqi Candidate 828,https://twitter.com/search?q=Iraqi%20Candidate%20828%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20828,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20828/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20828%20Iraq,,
2025_839_أربيل,المرشح العراقي 839,Iraqi Candidate 839,https://twitter.com/search?q=Iraqi%20Candidate%20839%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20839,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20839/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20839%20Iraq,,
2025_855_أربيل,المرشح العراقي 855,Iraqi Candidate 855,https://twitter.com/search?q=Iraqi%20Candidate%20855%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20855,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20855/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20855%20Iraq,,
2025_872_أربيل,المرشح العراقي 872,Iraqi Candidate 872,https://twitter.com/search?q=Iraqi%20Candidate%20872%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20872,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20872/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20872%20Iraq,,
2025_874_أربيل,المرشح العراقي 874,Iraqi Candidate 874,https://twitter.com/search?q=Iraqi%20Candidate%20874%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20874,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20874/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20874%20Iraq,,
2025_889_أربيل,المرشح العراقي 889,Iraqi Candidate 889,https://twitter.com/search?q=Iraqi%20Candidate%20889%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20889,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20889/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20889%20Iraq,,
2025_902_أربيل,المرشح العراقي 902,Iraqi Candidate 902,https://twitter.com/search?q=Iraqi%20Candidate%20902%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20902,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20902/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20902%20Iraq,,
2025_961_أربيل,المرشح العراقي 961,Iraqi Candidate 961,https://twitter.com/search?q=Iraqi%20Candidate%20961%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20961,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20961/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20961%20Iraq,,
2025_976_أربيل,المرشح العراقي 976,Iraqi Candidate 976,https://twitter.com/search?q=Iraqi%20Candidate%20976%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20976,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20976/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20976%20Iraq,,
2025_989_أربيل,المرشح العراقي 989,Iraqi Candidate 989,https://twitter.com/search?q=Iraqi%20Candidate%20989%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%20989,https://www.instagram.com/explore/tags/Iraqi%20Candidate%20989/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%20989%20Iraq,,
2025_1007_أربيل,المرشح العراقي 1007,Iraqi Candidate 1007,https://twitter.com/search?q=Iraqi%20Candidate%201007%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201007,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201007/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201007%20Iraq,,
2025_1019_أربيل,المرشح العراقي 1019,Iraqi Candidate 1019,https://twitter.com/search?q=Iraqi%20Candidate%201019%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201019,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201019/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201019%20Iraq,,
2025_1051_أربيل,المرشح العراقي 1051,Iraqi Candidate 1051,https://twitter.com/search?q=Iraqi%20Candidate%201051%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201051,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201051/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201051%20Iraq,,
2025_1053_أربيل,المرشح العراقي 1053,Iraqi Candidate 1053,https://twitter.com/search?q=Iraqi%20Candidate%201053%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201053,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201053/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201053%20Iraq,,
2025_1056_أربيل,المرشح العراقي 1056,Iraqi Candidate 1056,https://twitter.com/search?q=Iraqi%20Candidate%201056%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201056,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201056/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201056%20Iraq,,
2025_1118_أربيل,المرشح العراقي 1118,Iraqi Candidate 1118,https://twitter.com/search?q=Iraqi%20Candidate%201118%20Iraq,https://www.facebook.com/search/top?q=%D8%A7%D9%84%D9%85%D8%B1%D8%B4%D8%AD%20%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A%201118,https://www.instagram.com/explore/tags/Iraqi%20Candidate%201118/,https://www.linkedin.com/search/results/all/?keywords=Iraqi%20Candidate%201118%20Iraq,,
